genbank_accession	gisaid_epi_isl
MT846420.1	EPI_ISL_509716
MT846421.1	EPI_ISL_509717
MT846422.1	EPI_ISL_509718
MT846423.1	EPI_ISL_509719
MT846425.1	EPI_ISL_509721
MT846426.1	EPI_ISL_509722
MT846427.1	EPI_ISL_509723
MT846428.1	EPI_ISL_509724
MT846429.1	EPI_ISL_509725
MT846430.1	EPI_ISL_509726
MT846431.1	EPI_ISL_509727
MT846432.1	EPI_ISL_509728
MT846433.1	EPI_ISL_509729
MT846434.1	EPI_ISL_509730
MT846435.1	EPI_ISL_509731
MT846436.1	EPI_ISL_509732
MT846437.1	EPI_ISL_509733
MT846438.1	EPI_ISL_509734
MT846439.1	EPI_ISL_509735
MT846440.1	EPI_ISL_509736
MT846442.1	EPI_ISL_509738
MT846443.1	EPI_ISL_509739
MT846444.1	EPI_ISL_509740
MT846445.1	EPI_ISL_509741
MT846449.1	EPI_ISL_509745
MT846451.1	EPI_ISL_509747
MT846452.1	EPI_ISL_509748
MT846453.1	EPI_ISL_509749
MT846455.1	EPI_ISL_509751
MT846456.1	EPI_ISL_509752
MT846457.1	EPI_ISL_509753
MT846458.1	EPI_ISL_509754
MT846460.1	EPI_ISL_509756
MT846461.1	EPI_ISL_509757
MT846462.1	EPI_ISL_509758
MT846463.1	EPI_ISL_509759
MT846464.1	EPI_ISL_509760
MT846465.1	EPI_ISL_509761
MT846467.1	EPI_ISL_509763
MT846468.1	EPI_ISL_509764
MT846469.1	EPI_ISL_509765
MT846470.1	EPI_ISL_509766
MT846471.1	EPI_ISL_509767
MT846473.1	EPI_ISL_509769
MT846474.1	EPI_ISL_509770
MT846475.1	EPI_ISL_509771
MT846476.1	EPI_ISL_509772
MT846477.1	EPI_ISL_509773
MT846479.1	EPI_ISL_509775
MT846480.1	EPI_ISL_509783
MT846481.1	EPI_ISL_509784
MT846482.1	EPI_ISL_509785
MT846483.1	EPI_ISL_509786
MT846484.1	EPI_ISL_509787
MT846485.1	EPI_ISL_509788
MT846486.1	EPI_ISL_509789
MT846487.1	EPI_ISL_509790
MT846488.1	EPI_ISL_509791
MT846489.1	EPI_ISL_509792
MT846490.1	EPI_ISL_509793
MT846491.1	EPI_ISL_509794
MT846492.1	EPI_ISL_509795
MT846494.1	EPI_ISL_509797
MT846495.1	EPI_ISL_509798
MT846499.1	EPI_ISL_509815
MT846500.1	EPI_ISL_509816
MT846501.1	EPI_ISL_509817
MT846502.1	EPI_ISL_509818
MT846503.1	EPI_ISL_509819
MT846504.1	EPI_ISL_509820
MT846505.1	EPI_ISL_509821
MT846506.1	EPI_ISL_509822
MT846507.1	EPI_ISL_509823
MT846508.1	EPI_ISL_509824
MT846509.1	EPI_ISL_509825
MT846510.1	EPI_ISL_509826
MT846511.1	EPI_ISL_509827
MT846512.1	EPI_ISL_509828
MT846513.1	EPI_ISL_509829
MT846514.1	EPI_ISL_509830
MT846515.1	EPI_ISL_509831
MT846516.1	EPI_ISL_509832
MT846517.1	EPI_ISL_509833
MT846518.1	EPI_ISL_509834
MT846519.1	EPI_ISL_509835
MT846520.1	EPI_ISL_509836
MT846521.1	EPI_ISL_509837
MT846522.1	EPI_ISL_509838
MT846523.1	EPI_ISL_509839
MT846524.1	EPI_ISL_509840
MT846525.1	EPI_ISL_509841
MT846526.1	EPI_ISL_509842
MT846527.1	EPI_ISL_509843
MT846528.1	EPI_ISL_509844
MT846529.1	EPI_ISL_509845
MT846530.1	EPI_ISL_509846
MT846531.1	EPI_ISL_509847
MT846532.1	EPI_ISL_509848
MT846533.1	EPI_ISL_509849
MT846534.1	EPI_ISL_509850
MT846535.1	EPI_ISL_509851
MT846536.1	EPI_ISL_509852
MT846537.1	EPI_ISL_509853
MT846538.1	EPI_ISL_509854
MT846539.1	EPI_ISL_509855
MT846540.1	EPI_ISL_509856
MT846541.1	EPI_ISL_509857
MT846542.1	EPI_ISL_509858
MT846543.1	EPI_ISL_509859
MT846544.1	EPI_ISL_509860
MT846545.1	EPI_ISL_509861
MT846546.1	EPI_ISL_509862
MT846547.1	EPI_ISL_509800
MT846548.1	EPI_ISL_509863
MT846549.1	EPI_ISL_509808
MT846550.1	EPI_ISL_509864
MT846551.1	EPI_ISL_509865
MT846552.1	EPI_ISL_509866
MT846553.1	EPI_ISL_509867
MT846554.1	EPI_ISL_509868
MT846555.1	EPI_ISL_509869
MT846556.1	EPI_ISL_509870
MT846557.1	EPI_ISL_509871
MT846558.1	EPI_ISL_509799
MT846559.1	EPI_ISL_509872
MT846560.1	EPI_ISL_509874
MT846561.1	EPI_ISL_509875
MT846562.1	EPI_ISL_509876
MT846563.1	EPI_ISL_509877
MT846564.1	EPI_ISL_509878
MT846565.1	EPI_ISL_509879
MT846566.1	EPI_ISL_509880
MT846567.1	EPI_ISL_509881
MT846568.1	EPI_ISL_509882
MT846569.1	EPI_ISL_509883
MT846570.1	EPI_ISL_509884
MT846571.1	EPI_ISL_509885
MT846572.1	EPI_ISL_509886
MT846573.1	EPI_ISL_509887
MT846574.1	EPI_ISL_509888
MT846575.1	EPI_ISL_509889
MT846576.1	EPI_ISL_509890
MT846577.1	EPI_ISL_509891
MT846578.1	EPI_ISL_509892
MT846579.1	EPI_ISL_509893
MT846580.1	EPI_ISL_509894
MT846581.1	EPI_ISL_509895
MT846582.1	EPI_ISL_509896
MT846583.1	EPI_ISL_509897
MT846584.1	EPI_ISL_509898
MT846585.1	EPI_ISL_509899
MT846586.1	EPI_ISL_509900
MT846587.1	EPI_ISL_509901
MT846588.1	EPI_ISL_509902
MT846589.1	EPI_ISL_509903
MT846590.1	EPI_ISL_509904
MT846591.1	EPI_ISL_509905
MT846592.1	EPI_ISL_509906
MT846593.1	EPI_ISL_509907
MT846594.1	EPI_ISL_509908
MT846595.1	EPI_ISL_509909
MT846596.1	EPI_ISL_509910
MT846597.1	EPI_ISL_509911
MT846598.1	EPI_ISL_509912
MT846599.1	EPI_ISL_509913
MT846600.1	EPI_ISL_509914
MT846601.1	EPI_ISL_509915
MT846602.1	EPI_ISL_509916
MT846603.1	EPI_ISL_509917
MT846604.1	EPI_ISL_509918
MT846605.1	EPI_ISL_509919
MT846606.1	EPI_ISL_509920
MT846607.1	EPI_ISL_509921
MT846608.1	EPI_ISL_509807
MT846609.1	EPI_ISL_509922
MT846610.1	EPI_ISL_509923
MT846611.1	EPI_ISL_509924
MT846612.1	EPI_ISL_509925
MT846613.1	EPI_ISL_509926
MT846614.1	EPI_ISL_509927
MT846615.1	EPI_ISL_509928
MT846616.1	EPI_ISL_509929
MT846617.1	EPI_ISL_509930
MT846618.1	EPI_ISL_509931
MT846619.1	EPI_ISL_509932
MT846620.1	EPI_ISL_509933
MT846621.1	EPI_ISL_509934
MT846622.1	EPI_ISL_509935
MT846623.1	EPI_ISL_509936
MT846624.1	EPI_ISL_509937
MT846625.1	EPI_ISL_509938
MT846626.1	EPI_ISL_509939
MT846627.1	EPI_ISL_509940
MT846628.1	EPI_ISL_509941
MT846629.1	EPI_ISL_509942
MT846630.1	EPI_ISL_509943
MT846631.1	EPI_ISL_509944
MT846632.1	EPI_ISL_509945
MT846633.1	EPI_ISL_509946
MT846634.1	EPI_ISL_509947
MT846635.1	EPI_ISL_509948
MT846636.1	EPI_ISL_509949
MT846637.1	EPI_ISL_509950
MT846638.1	EPI_ISL_509951
MT846639.1	EPI_ISL_509952
MT846640.1	EPI_ISL_509953
MT846641.1	EPI_ISL_509954
MT846642.1	EPI_ISL_509955
MT846643.1	EPI_ISL_509956
MT846644.1	EPI_ISL_509957
MT846645.1	EPI_ISL_509958
MT846646.1	EPI_ISL_509959
MT846647.1	EPI_ISL_509802
MT846648.1	EPI_ISL_509960
MT846649.1	EPI_ISL_509961
MT846650.1	EPI_ISL_509962
MT846651.1	EPI_ISL_509963
MT846652.1	EPI_ISL_509964
MT846653.1	EPI_ISL_509965
MT846654.1	EPI_ISL_509966
MT846655.1	EPI_ISL_509967
MT846656.1	EPI_ISL_509968
MT846657.1	EPI_ISL_509969
MT846658.1	EPI_ISL_509970
MT846659.1	EPI_ISL_509971
MT846660.1	EPI_ISL_509972
MT846661.1	EPI_ISL_509803
MT846662.1	EPI_ISL_509973
MT846663.1	EPI_ISL_509974
MT846664.1	EPI_ISL_509975
MT846665.1	EPI_ISL_509804
MT846666.1	EPI_ISL_509976
MT846667.1	EPI_ISL_509977
MT846668.1	EPI_ISL_509978
MT846669.1	EPI_ISL_509979
MT846670.1	EPI_ISL_509980
MT846671.1	EPI_ISL_509981
MT846672.1	EPI_ISL_509982
MT846673.1	EPI_ISL_509805
MT846674.1	EPI_ISL_509983
MT846675.1	EPI_ISL_509984
MT846676.1	EPI_ISL_509985
MT846677.1	EPI_ISL_509986
MT846678.1	EPI_ISL_509987
MT846679.1	EPI_ISL_509988
MT846680.1	EPI_ISL_509989
MT846681.1	EPI_ISL_509990
MT846682.1	EPI_ISL_509806
MT846683.1	EPI_ISL_509991
MT846684.1	EPI_ISL_509992
MT846685.1	EPI_ISL_509993
MT846686.1	EPI_ISL_509809
MT846687.1	EPI_ISL_509810
MT846688.1	EPI_ISL_509811
MT846689.1	EPI_ISL_509812
MT846690.1	EPI_ISL_509813
MT846691.1	EPI_ISL_509814
MT847208.1	EPI_ISL_504184
MT847209.1	EPI_ISL_504183
MT847210.1	EPI_ISL_504182
MT847211.1	EPI_ISL_504181
MT847212.1	EPI_ISL_504180
MT847213.1	EPI_ISL_504179
MT847214.1	EPI_ISL_504178
MT847215.1	EPI_ISL_504177
MT847216.1	EPI_ISL_504137
MT847217.1	EPI_ISL_498808
MT847219.1	EPI_ISL_498811
MT847220.1	EPI_ISL_498814
MT847221.1	EPI_ISL_498815
MT847222.1	EPI_ISL_498816
MT847223.1	EPI_ISL_498817
MT847226.1	EPI_ISL_498892
MT847227.1	EPI_ISL_498932
MT847228.1	EPI_ISL_498933
MT856452.1	EPI_ISL_498783
MT856453.1	EPI_ISL_498784
MT856454.1	EPI_ISL_498785
MT856455.1	EPI_ISL_498786
MT856456.1	EPI_ISL_498788
MT856457.1	EPI_ISL_498789
MT856458.1	EPI_ISL_498791
MT856459.1	EPI_ISL_498792
MT856680.1	EPI_ISL_493129
MT856681.1	EPI_ISL_493130
MT856682.1	EPI_ISL_493209
MT856683.1	EPI_ISL_493210
MT856684.1	EPI_ISL_493211
MT856685.1	EPI_ISL_493212
MT856686.1	EPI_ISL_493426
MT856687.1	EPI_ISL_493427
MT856688.1	EPI_ISL_494553
MT856689.1	EPI_ISL_494554
MT856690.1	EPI_ISL_494555
MT856691.1	EPI_ISL_492074
MT860679.1	EPI_ISL_774981
MT860680.1	EPI_ISL_774982
MT860681.1	EPI_ISL_774983
MT860682.1	EPI_ISL_774984
MT860683.1	EPI_ISL_774985
MT860684.1	EPI_ISL_774986
MT860685.1	EPI_ISL_774987
MT860686.1	EPI_ISL_774988
MT860687.1	EPI_ISL_774989
MT860688.1	EPI_ISL_774990
MT860689.1	EPI_ISL_774991
MT860690.1	EPI_ISL_774992
MT860691.1	EPI_ISL_774993
MT860692.1	EPI_ISL_774994
MT860693.1	EPI_ISL_774995
MT860694.1	EPI_ISL_774996
MT872200.1	EPI_ISL_512107
MT872492.1	EPI_ISL_512817
MT872493.1	EPI_ISL_512814
MT872494.1	EPI_ISL_512815
MT872495.1	EPI_ISL_512818
MT872496.1	EPI_ISL_512816
MT872497.1	EPI_ISL_512811
MT872498.1	EPI_ISL_512820
MT872499.1	EPI_ISL_512813
MT872500.1	EPI_ISL_512819
MT872501.1	EPI_ISL_512821
MT872502.1	EPI_ISL_512812
MT873050.1	EPI_ISL_791956
MT873051.1	EPI_ISL_791975
MT873052.1	EPI_ISL_791836
MT873053.1	EPI_ISL_791665
MT873054.1	EPI_ISL_791710
MT873055.1	EPI_ISL_791546
MT873056.1	EPI_ISL_791802
MT873057.1	EPI_ISL_791653
MT873058.1	EPI_ISL_791898
MT873059.1	EPI_ISL_791901
MT873060.1	EPI_ISL_791766
MT873061.1	EPI_ISL_791768
MT873062.1	EPI_ISL_791809
MT873063.1	EPI_ISL_791887
MT873064.1	EPI_ISL_791932
MT873065.1	EPI_ISL_791633
MT873066.1	EPI_ISL_791815
MT873067.1	EPI_ISL_791657
MT873068.1	EPI_ISL_791746
MT873069.1	EPI_ISL_791726
MT873070.1	EPI_ISL_791558
MT873071.1	EPI_ISL_791744
MT873072.1	EPI_ISL_791849
MT873073.1	EPI_ISL_791946
MT873074.1	EPI_ISL_791897
MT873075.1	EPI_ISL_791786
MT873076.1	EPI_ISL_791939
MT873077.1	EPI_ISL_791880
MT873078.1	EPI_ISL_791914
MT873079.1	EPI_ISL_791904
MT873080.1	EPI_ISL_791515
MT873081.1	EPI_ISL_791867
MT873082.1	EPI_ISL_791688
MT873083.1	EPI_ISL_791882
MT873084.1	EPI_ISL_791617
MT873085.1	EPI_ISL_791779
MT873086.1	EPI_ISL_791610
MT873087.1	EPI_ISL_791864
MT873088.1	EPI_ISL_791597
MT873089.1	EPI_ISL_791616
MT873090.1	EPI_ISL_791693
MT873091.1	EPI_ISL_791851
MT873092.1	EPI_ISL_791894
MT873093.1	EPI_ISL_791672
MT873094.1	EPI_ISL_791553
MT873095.1	EPI_ISL_791632
MT873096.1	EPI_ISL_791651
MT873097.1	EPI_ISL_791584
MT873098.1	EPI_ISL_791960
MT873099.1	EPI_ISL_791813
MT873100.1	EPI_ISL_791706
MT873101.1	EPI_ISL_791965
MT873102.1	EPI_ISL_791879
MT873103.1	EPI_ISL_791884
MT873104.1	EPI_ISL_791523
MT873105.1	EPI_ISL_791526
MT873106.1	EPI_ISL_791800
MT873107.1	EPI_ISL_791733
MT873108.1	EPI_ISL_791942
MT873109.1	EPI_ISL_791730
MT873110.1	EPI_ISL_791614
MT873111.1	EPI_ISL_791664
MT873112.1	EPI_ISL_791871
MT873113.1	EPI_ISL_791824
MT873114.1	EPI_ISL_791785
MT873115.1	EPI_ISL_791959
MT873116.1	EPI_ISL_791826
MT873117.1	EPI_ISL_791594
MT873118.1	EPI_ISL_791783
MT873119.1	EPI_ISL_791678
MT873120.1	EPI_ISL_791923
MT873121.1	EPI_ISL_791715
MT873122.1	EPI_ISL_791913
MT873123.1	EPI_ISL_791524
MT873124.1	EPI_ISL_791570
MT873125.1	EPI_ISL_791875
MT873126.1	EPI_ISL_791557
MT873127.1	EPI_ISL_791889
MT873128.1	EPI_ISL_791685
MT873129.1	EPI_ISL_791905
MT873130.1	EPI_ISL_791565
MT873131.1	EPI_ISL_791947
MT873132.1	EPI_ISL_791739
MT873133.1	EPI_ISL_791873
MT873134.1	EPI_ISL_791970
MT873135.1	EPI_ISL_791682
MT873136.1	EPI_ISL_791787
MT873137.1	EPI_ISL_791769
MT873138.1	EPI_ISL_791718
MT873139.1	EPI_ISL_791735
MT873140.1	EPI_ISL_791962
MT873141.1	EPI_ISL_791595
MT873142.1	EPI_ISL_791917
MT873143.1	EPI_ISL_791952
MT873144.1	EPI_ISL_791974
MT873145.1	EPI_ISL_791794
MT873146.1	EPI_ISL_791784
MT873147.1	EPI_ISL_791673
MT873148.1	EPI_ISL_791822
MT873149.1	EPI_ISL_791725
MT873150.1	EPI_ISL_791830
MT873151.1	EPI_ISL_791821
MT873152.1	EPI_ISL_791866
MT873153.1	EPI_ISL_791530
MT873154.1	EPI_ISL_791742
MT873155.1	EPI_ISL_791680
MT873156.1	EPI_ISL_791691
MT873157.1	EPI_ISL_791574
MT873158.1	EPI_ISL_791613
MT873159.1	EPI_ISL_791949
MT873160.1	EPI_ISL_791662
MT873161.1	EPI_ISL_791535
MT873162.1	EPI_ISL_791567
MT873163.1	EPI_ISL_791639
MT873164.1	EPI_ISL_791870
MT873165.1	EPI_ISL_791604
MT873166.1	EPI_ISL_791760
MT873167.1	EPI_ISL_791926
MT873168.1	EPI_ISL_791564
MT873169.1	EPI_ISL_791885
MT873170.1	EPI_ISL_791846
MT873171.1	EPI_ISL_791724
MT873172.1	EPI_ISL_791592
MT873173.1	EPI_ISL_791818
MT873174.1	EPI_ISL_791669
MT873175.1	EPI_ISL_791954
MT873176.1	EPI_ISL_791729
MT873177.1	EPI_ISL_791544
MT873178.1	EPI_ISL_791548
MT873179.1	EPI_ISL_791590
MT873180.1	EPI_ISL_791600
MT873181.1	EPI_ISL_791825
MT873182.1	EPI_ISL_791907
MT873183.1	EPI_ISL_791704
MT873184.1	EPI_ISL_791829
MT873185.1	EPI_ISL_791774
MT873186.1	EPI_ISL_791827
MT873187.1	EPI_ISL_791934
MT873188.1	EPI_ISL_791714
MT873189.1	EPI_ISL_791712
MT873190.1	EPI_ISL_791624
MT873191.1	EPI_ISL_791927
MT873192.1	EPI_ISL_791973
MT873193.1	EPI_ISL_791727
MT873194.1	EPI_ISL_791560
MT873195.1	EPI_ISL_791663
MT873196.1	EPI_ISL_791828
MT873197.1	EPI_ISL_791612
MT873198.1	EPI_ISL_791780
MT873199.1	EPI_ISL_791812
MT873200.1	EPI_ISL_791841
MT873201.1	EPI_ISL_791936
MT873202.1	EPI_ISL_791775
MT873203.1	EPI_ISL_791655
MT873204.1	EPI_ISL_791627
MT873205.1	EPI_ISL_791581
MT873206.1	EPI_ISL_791748
MT873207.1	EPI_ISL_791585
MT873208.1	EPI_ISL_791702
MT873209.1	EPI_ISL_791899
MT873210.1	EPI_ISL_791832
MT873211.1	EPI_ISL_791690
MT873212.1	EPI_ISL_791598
MT873213.1	EPI_ISL_791650
MT873214.1	EPI_ISL_791935
MT873215.1	EPI_ISL_791967
MT873216.1	EPI_ISL_791929
MT873217.1	EPI_ISL_791630
MT873218.1	EPI_ISL_791525
MT873219.1	EPI_ISL_791798
MT873220.1	EPI_ISL_791537
MT873221.1	EPI_ISL_791700
MT873222.1	EPI_ISL_791637
MT873223.1	EPI_ISL_791860
MT873224.1	EPI_ISL_791916
MT873225.1	EPI_ISL_791692
MT873226.1	EPI_ISL_791842
MT873227.1	EPI_ISL_791972
MT873228.1	EPI_ISL_791561
MT873229.1	EPI_ISL_791720
MT873230.1	EPI_ISL_791641
MT873231.1	EPI_ISL_791572
MT873232.1	EPI_ISL_791791
MT873233.1	EPI_ISL_791582
MT873234.1	EPI_ISL_791752
MT873235.1	EPI_ISL_791660
MT873236.1	EPI_ISL_791566
MT873237.1	EPI_ISL_791865
MT873238.1	EPI_ISL_791817
MT873239.1	EPI_ISL_791847
MT873240.1	EPI_ISL_791554
MT873241.1	EPI_ISL_791568
MT873242.1	EPI_ISL_791944
MT873243.1	EPI_ISL_791556
MT873244.1	EPI_ISL_791771
MT873245.1	EPI_ISL_791953
MT873246.1	EPI_ISL_791528
MT873247.1	EPI_ISL_791609
MT873248.1	EPI_ISL_791583
MT873249.1	EPI_ISL_791717
MT873250.1	EPI_ISL_791912
MT873251.1	EPI_ISL_791837
MT873252.1	EPI_ISL_791763
MT873253.1	EPI_ISL_791848
MT873254.1	EPI_ISL_791531
MT873255.1	EPI_ISL_791644
MT873256.1	EPI_ISL_791708
MT873257.1	EPI_ISL_791892
MT873258.1	EPI_ISL_791642
MT873259.1	EPI_ISL_791966
MT873260.1	EPI_ISL_791820
MT873261.1	EPI_ISL_791679
MT873262.1	EPI_ISL_791648
MT873263.1	EPI_ISL_791762
MT873264.1	EPI_ISL_791903
MT873265.1	EPI_ISL_791854
MT873266.1	EPI_ISL_791588
MT873267.1	EPI_ISL_791749
MT873268.1	EPI_ISL_791795
MT873269.1	EPI_ISL_791861
MT873270.1	EPI_ISL_791911
MT873271.1	EPI_ISL_791728
MT873272.1	EPI_ISL_791753
MT873273.1	EPI_ISL_791601
MT873274.1	EPI_ISL_791707
MT873275.1	EPI_ISL_791699
MT873276.1	EPI_ISL_791948
MT873277.1	EPI_ISL_791858
MT873278.1	EPI_ISL_791852
MT873279.1	EPI_ISL_791698
MT873280.1	EPI_ISL_791834
MT873281.1	EPI_ISL_791621
MT873282.1	EPI_ISL_791788
MT873283.1	EPI_ISL_791900
MT873284.1	EPI_ISL_791589
MT873285.1	EPI_ISL_791703
MT873286.1	EPI_ISL_791677
MT873287.1	EPI_ISL_791577
MT873288.1	EPI_ISL_791764
MT873289.1	EPI_ISL_791782
MT873290.1	EPI_ISL_791964
MT873291.1	EPI_ISL_791945
MT873292.1	EPI_ISL_791781
MT873293.1	EPI_ISL_791814
MT873294.1	EPI_ISL_791643
MT873295.1	EPI_ISL_791687
MT873296.1	EPI_ISL_791674
MT873297.1	EPI_ISL_791840
MT873298.1	EPI_ISL_791732
MT873299.1	EPI_ISL_791658
MT873300.1	EPI_ISL_791843
MT873301.1	EPI_ISL_791919
MT873302.1	EPI_ISL_791676
MT873303.1	EPI_ISL_791593
MT873304.1	EPI_ISL_791563
MT873305.1	EPI_ISL_791755
MT873306.1	EPI_ISL_791756
MT873307.1	EPI_ISL_791902
MT873308.1	EPI_ISL_791529
MT873309.1	EPI_ISL_791629
MT873310.1	EPI_ISL_791689
MT873311.1	EPI_ISL_791789
MT873312.1	EPI_ISL_791857
MT873313.1	EPI_ISL_791516
MT873314.1	EPI_ISL_791750
MT873315.1	EPI_ISL_791671
MT873316.1	EPI_ISL_791976
MT873317.1	EPI_ISL_791909
MT873318.1	EPI_ISL_791622
MT873319.1	EPI_ISL_791957
MT873320.1	EPI_ISL_791550
MT873321.1	EPI_ISL_791606
MT873322.1	EPI_ISL_791804
MT873323.1	EPI_ISL_791540
MT873324.1	EPI_ISL_791943
MT873325.1	EPI_ISL_791668
MT873326.1	EPI_ISL_791634
MT873327.1	EPI_ISL_791667
MT873328.1	EPI_ISL_791552
MT873329.1	EPI_ISL_791741
MT873330.1	EPI_ISL_791625
MT873331.1	EPI_ISL_791850
MT873332.1	EPI_ISL_791518
MT873333.1	EPI_ISL_791722
MT873334.1	EPI_ISL_791938
MT873335.1	EPI_ISL_791886
MT873336.1	EPI_ISL_791924
MT873337.1	EPI_ISL_791737
MT873338.1	EPI_ISL_791963
MT873339.1	EPI_ISL_791803
MT873340.1	EPI_ISL_791747
MT873341.1	EPI_ISL_791921
MT873342.1	EPI_ISL_791631
MT873343.1	EPI_ISL_791591
MT873344.1	EPI_ISL_791808
MT873345.1	EPI_ISL_791773
MT873346.1	EPI_ISL_791971
MT873347.1	EPI_ISL_791845
MT873348.1	EPI_ISL_791696
MT873349.1	EPI_ISL_791807
MT873350.1	EPI_ISL_791958
MT873351.1	EPI_ISL_791652
MT873352.1	EPI_ISL_791805
MT873353.1	EPI_ISL_791754
MT873354.1	EPI_ISL_791931
MT873355.1	EPI_ISL_791694
MT873356.1	EPI_ISL_791576
MT873357.1	EPI_ISL_791806
MT873358.1	EPI_ISL_791695
MT873359.1	EPI_ISL_791745
MT873360.1	EPI_ISL_791751
MT873361.1	EPI_ISL_791928
MT873362.1	EPI_ISL_791607
MT873363.1	EPI_ISL_791738
MT873364.1	EPI_ISL_791869
MT873365.1	EPI_ISL_791778
MT873366.1	EPI_ISL_791790
MT873367.1	EPI_ISL_791853
MT873368.1	EPI_ISL_791819
MT873369.1	EPI_ISL_791661
MT873370.1	EPI_ISL_791920
MT873371.1	EPI_ISL_791890
MT873372.1	EPI_ISL_791831
MT873373.1	EPI_ISL_791877
MT873374.1	EPI_ISL_791922
MT873375.1	EPI_ISL_791823
MT873376.1	EPI_ISL_791876
MT873377.1	EPI_ISL_791654
MT873378.1	EPI_ISL_791734
MT873379.1	EPI_ISL_791868
MT873380.1	EPI_ISL_791777
MT873381.1	EPI_ISL_791835
MT873382.1	EPI_ISL_791569
MT873383.1	EPI_ISL_791635
MT873384.1	EPI_ISL_791856
MT873385.1	EPI_ISL_791893
MT873386.1	EPI_ISL_791541
MT873387.1	EPI_ISL_791684
MT873388.1	EPI_ISL_791562
MT873389.1	EPI_ISL_791839
MT873390.1	EPI_ISL_791603
MT873391.1	EPI_ISL_791961
MT873392.1	EPI_ISL_791736
MT873393.1	EPI_ISL_791670
MT873394.1	EPI_ISL_791517
MT873395.1	EPI_ISL_791716
MT873396.1	EPI_ISL_791883
MT873397.1	EPI_ISL_791940
MT873398.1	EPI_ISL_791533
MT873399.1	EPI_ISL_791683
MT873400.1	EPI_ISL_791941
MT873401.1	EPI_ISL_791578
MT873402.1	EPI_ISL_791626
MT873403.1	EPI_ISL_791799
MT873404.1	EPI_ISL_791538
MT873405.1	EPI_ISL_791611
MT873406.1	EPI_ISL_791969
MT873407.1	EPI_ISL_791930
MT873408.1	EPI_ISL_791906
MT873409.1	EPI_ISL_791638
MT873410.1	EPI_ISL_791951
MT873411.1	EPI_ISL_791874
MT873412.1	EPI_ISL_791844
MT873413.1	EPI_ISL_791522
MT873414.1	EPI_ISL_791647
MT873415.1	EPI_ISL_791721
MT873416.1	EPI_ISL_791656
MT873417.1	EPI_ISL_791758
MT873418.1	EPI_ISL_791520
MT873419.1	EPI_ISL_791532
MT873420.1	EPI_ISL_791863
MT873421.1	EPI_ISL_791646
MT873422.1	EPI_ISL_791719
MT873423.1	EPI_ISL_791862
MT873424.1	EPI_ISL_791713
MT873425.1	EPI_ISL_791645
MT873426.1	EPI_ISL_791615
MT873427.1	EPI_ISL_791573
MT873428.1	EPI_ISL_791586
MT873429.1	EPI_ISL_791534
MT873430.1	EPI_ISL_791895
MT873431.1	EPI_ISL_791551
MT873432.1	EPI_ISL_791765
MT873433.1	EPI_ISL_791933
MT873434.1	EPI_ISL_791701
MT873435.1	EPI_ISL_791547
MT873436.1	EPI_ISL_791628
MT873437.1	EPI_ISL_791772
MT873438.1	EPI_ISL_791545
MT873439.1	EPI_ISL_791575
MT873440.1	EPI_ISL_791743
MT873441.1	EPI_ISL_791536
MT873442.1	EPI_ISL_791521
MT873443.1	EPI_ISL_791705
MT873444.1	EPI_ISL_791571
MT873445.1	EPI_ISL_791891
MT873446.1	EPI_ISL_791675
MT873447.1	EPI_ISL_791950
MT873448.1	EPI_ISL_791770
MT873449.1	EPI_ISL_791881
MT873450.1	EPI_ISL_791640
MT873451.1	EPI_ISL_791596
MT873452.1	EPI_ISL_791519
MT873453.1	EPI_ISL_791659
MT873454.1	EPI_ISL_791580
MT873455.1	EPI_ISL_791608
MT873456.1	EPI_ISL_791811
MT873457.1	EPI_ISL_791681
MT873458.1	EPI_ISL_791709
MT873459.1	EPI_ISL_791816
MT873460.1	EPI_ISL_791539
MT873461.1	EPI_ISL_791896
MT873462.1	EPI_ISL_791559
MT873463.1	EPI_ISL_791833
MT873464.1	EPI_ISL_791620
MT873465.1	EPI_ISL_791740
MT873466.1	EPI_ISL_791618
MT873467.1	EPI_ISL_791723
MT873468.1	EPI_ISL_791767
MT873469.1	EPI_ISL_791686
MT873470.1	EPI_ISL_791937
MT873471.1	EPI_ISL_791761
MT873472.1	EPI_ISL_791878
MT873473.1	EPI_ISL_791602
MT873474.1	EPI_ISL_791599
MT873475.1	EPI_ISL_791915
MT873476.1	EPI_ISL_791888
MT873477.1	EPI_ISL_791587
MT873478.1	EPI_ISL_791623
MT873479.1	EPI_ISL_791918
MT873480.1	EPI_ISL_791549
MT873481.1	EPI_ISL_791955
MT873482.1	EPI_ISL_791797
MT873483.1	EPI_ISL_791968
MT873484.1	EPI_ISL_791872
MT873485.1	EPI_ISL_791776
MT873486.1	EPI_ISL_791792
MT873487.1	EPI_ISL_791542
MT873488.1	EPI_ISL_791801
MT873489.1	EPI_ISL_791543
MT873490.1	EPI_ISL_791910
MT873491.1	EPI_ISL_791605
MT873492.1	EPI_ISL_791757
MT873493.1	EPI_ISL_791859
MT873494.1	EPI_ISL_791925
MT873495.1	EPI_ISL_791697
MT873496.1	EPI_ISL_791666
MT873497.1	EPI_ISL_791514
MT873498.1	EPI_ISL_791619
MT873499.1	EPI_ISL_791838
MT873500.1	EPI_ISL_791759
MT873501.1	EPI_ISL_791711
MT873502.1	EPI_ISL_791636
